id,frame,label,x_est,y_est,psi_est,vel_est
0,1,veh,23.02380056362382,4.968171377473561,1.4451034513095646,3.3853509859789126
0,2,veh,23.056185112646983,5.142193846477472,1.4441096403804121,3.386374530259636
0,3,veh,23.07531037881127,5.283113075680634,1.4438674681042927,3.3864385291057943
0,4,veh,23.09619912688898,5.411965708026367,1.442684864252171,3.3854475617924638
0,5,veh,23.123583192037806,5.550914149283413,1.4398880672206895,3.3854587088124712
0,6,veh,23.131894558764856,5.686546950491358,1.4428389341072771,3.3847706657903798
0,7,veh,23.15473230601952,5.837110235148463,1.4417439322738832,3.3862462605151396
0,8,veh,23.16981227693458,5.959430118896402,1.4420000701418192,3.38366713891609
0,9,veh,23.179507485954172,6.099971764958964,1.444760989178248,3.383589925996698
0,10,veh,23.19741244043702,6.233863717135131,1.4444510633717669,3.382609054878163
0,11,veh,23.219107198606736,6.369529054476088,1.442980765366318,3.3819636618616817
0,12,veh,23.234357976032086,6.502490619260146,1.4435903031130977,3.3806582922216672
0,13,veh,23.25168608262907,6.641158998879245,1.4437257956053204,3.3804206865187965
0,14,veh,23.26957066679024,6.776877705340066,1.4435433338052532,3.379609104598887
0,15,veh,23.28273465563186,6.9114975587347764,1.4449064379528702,3.3784210528769942
0,16,veh,23.299449092798437,7.051410980164237,1.4452410212237061,3.3784201541232424
0,17,veh,23.327245145669217,7.182390239001715,1.4414315540584701,3.3767536074863673
0,18,veh,23.357263568642846,7.3159208252901085,1.4371476520372357,3.375698092458142
0,19,veh,23.373991437026326,7.443154397747266,1.4372865480079782,3.3727207309885414
0,20,veh,23.392497667039144,7.574181319351739,1.436980278139343,3.3706627754844622
0,21,veh,23.40770099765947,7.71865524598534,1.4384267037811362,3.3718386976786867
0,22,veh,23.43268067626342,7.8536432399414355,1.4360324813787102,3.3709164968096874
0,23,veh,23.442548413835098,7.989766620274909,1.4389725008578602,3.369741605669486
0,24,veh,23.46767061153438,8.121652811721749,1.4363529963122088,3.3679507957331163
0,25,veh,23.479769558346895,8.251203107191948,1.4382168492292986,3.364993822782919
0,26,veh,23.493273627313894,8.386745427112318,1.439786896803795,3.3637752442443896
0,27,veh,23.50698661730531,8.52134537518214,1.4411689584451393,3.3622775429653218
0,28,veh,23.519830852899442,8.643961556085127,1.4422445471318408,3.35714357729239
0,29,veh,23.54685828987227,8.77943860721127,1.4389659450167784,3.3564686516080617
0,30,veh,23.56624922645268,8.910240108511049,1.4382634025220387,3.354022695354173
0,31,veh,23.581505316525806,9.04115858276171,1.4390229850780527,3.3514274690775
0,32,veh,23.61254239848218,9.168239891670977,1.4341266833942117,3.3482571357953357
0,33,veh,23.626921833323273,9.300696665403377,1.4354544691887023,3.3461147576563204
0,34,veh,23.651754058003295,9.43774191332977,1.4333255330602013,3.3459730869745354
0,35,veh,23.6746609444892,9.574729220837531,1.4319603959031262,3.3457249300063867
0,36,veh,23.696138042883376,9.70756445210881,1.4309552707818824,3.343982086554239
0,37,veh,23.719526172798652,9.833966066310547,1.4290251779384011,3.3400902743251013
0,38,veh,23.73492710796648,9.963531675063454,1.4300968269467706,3.336925620772961
0,39,veh,23.75467916098369,10.090711209972657,1.4294961977302758,3.3331335816574477
0,40,veh,23.780634124445367,10.226279186456896,1.4271920097118693,3.332712755428928
0,41,veh,23.794149640868277,10.361040317045576,1.4292560502812937,3.331346542465133
0,42,veh,23.81066115454622,10.489114684825918,1.4298555110582667,3.3276654548047095
0,43,veh,23.832799917261152,10.615338963164593,1.4283915674524719,3.323609257571593
0,44,veh,23.851620209327592,10.738376971482985,1.427986050041632,3.3181892163085216
0,45,veh,23.87519161334304,10.874732269332712,1.4266164199248517,3.318159952297032
0,46,veh,23.88915612857705,10.999437681136675,1.4280503582125232,3.3130958469585474
0,47,veh,23.915151648935904,11.124316129606903,1.4252689878513858,3.308812153309467
0,48,veh,23.93754223621465,11.261939629717274,1.4245019944945894,3.3093717203580297
0,49,veh,23.953995016593204,11.38387089687357,1.4250287318946235,3.303360997535054
0,50,veh,23.972783984998244,11.513109586353425,1.4250926775169936,3.300460455275669
0,51,veh,23.98898201365984,11.636973738856945,1.42577586157867,3.2952690388393284
