id,frame,label,x_est,y_est,psi_est,vel_est
0,64,veh,9.856582279579808,17.749825611063773,-0.17675050827918382,1.7266321513209917
0,65,veh,9.94362584029917,17.741627365073875,-0.1763913323592768,1.727067773483719
0,66,veh,10.019086683413677,17.72114537692386,-0.1771498507351842,1.72745547567712
0,67,veh,10.089604861390391,17.712975607949776,-0.17650902635998206,1.7273457383220632
0,68,veh,10.156079852680248,17.69198450064176,-0.1780111003704161,1.7270276142322687
0,69,veh,10.224460650961396,17.66903349104036,-0.1799009580152381,1.7269454181013248
0,70,veh,10.295997117506863,17.65292932118631,-0.1804799957736525,1.7271096152398941
0,71,veh,10.36825173962128,17.63329678062497,-0.18173826920526098,1.7274774773013604
0,72,veh,10.434944686156065,17.613560905341146,-0.18325047546555184,1.7270346606116587
0,73,veh,10.498693724273451,17.594290165355215,-0.18480648127477295,1.7260857387366118
0,74,veh,10.561602491449493,17.57814392240586,-0.18574816405360872,1.72485247686305
0,75,veh,10.62860637179097,17.553579336405107,-0.18839442160763004,1.7245705061684014
0,76,veh,10.690826805621176,17.53313973999812,-0.19033663964423203,1.7232469231625043
0,77,veh,10.748167208974595,17.516999361618975,-0.19151471683602117,1.7207686485453513
0,78,veh,10.806645851634254,17.494502965341862,-0.19416024154679565,1.7186857900443098
0,79,veh,10.86909736061022,17.482682268846215,-0.194045687126117,1.7169411028198334
0,80,veh,10.917204013293846,17.45629187973192,-0.1982267804540839,1.7126319141967596
0,81,veh,10.966506025383385,17.437704872399465,-0.20039864312714736,1.7081391438643445
0,82,veh,11.01172394489029,17.41915601482556,-0.2027785222635331,1.7025849797403758
0,83,veh,11.053018341687746,17.405172106827806,-0.2041884181584541,1.695741694138057
0,84,veh,11.113161352016995,17.390475856513525,-0.2047736764458133,1.693491550808475
0,85,veh,11.162767372175596,17.36505794379177,-0.20879214615417258,1.6890712033647892
0,86,veh,11.214062846594668,17.35057102365732,-0.2097567703802912,1.6844311153019838
0,87,veh,11.262496184511914,17.335359415646142,-0.2110851357954589,1.6789938946830216
0,88,veh,11.31325278174675,17.317928582779132,-0.21288540236672107,1.6742600574352569
0,89,veh,11.355706963658193,17.296003190359365,-0.2164241856110466,1.6673992345487192
0,90,veh,11.404276388410423,17.270757942127396,-0.22050185722325222,1.6624545659138805
0,91,veh,11.452455464930354,17.25131861410565,-0.22293234672597376,1.6569865040188307
0,92,veh,11.498524574909018,17.231948625662735,-0.22546503335754609,1.65084451157758
0,93,veh,11.54517787075067,17.216118820614234,-0.22692638547368865,1.644602625305979
0,94,veh,11.587744211159,17.202460316156728,-0.22802324478230887,1.6368993302487675
0,95,veh,11.647302938184083,17.17951229071565,-0.2306770957170197,1.6352439384873088
