id,x,y,frame,label
0,643.4674682617188,278.4781799316406,1,ped
1,583.5057983398438,255.4945068359375,1,ped
2,451.4900817871094,280.4968566894531,1,ped
3,441.52374267578125,352.5065002441406,1,ped
4,377.50726318359375,310.50628662109375,1,ped
5,371.5075988769531,324.49749755859375,1,ped
6,253.5009307861328,193.4965362548828,1,ped
7,202.4772186279297,221.4959259033203,1,ped
8,130.49098205566406,218.50421142578125,1,ped
9,131.49484252929688,242.49411010742188,1,ped
0,644.4865112304688,278.5618896484375,2,ped
1,584.6124267578125,255.86940002441406,2,ped
2,453.4405517578125,280.7073974609375,2,ped
3,443.5364990234375,352.20928955078125,2,ped
4,378.7663879394531,310.55926513671875,2,ped
5,373.0567932128906,324.59381103515625,2,ped
6,253.48947143554688,193.14218139648438,2,ped
7,203.5732879638672,221.52139282226562,2,ped
8,131.91476440429688,218.63104248046875,2,ped
9,133.2390899658203,242.46849060058594,2,ped
0,645.7261962890625,278.7228698730469,3,ped
1,585.8287963867188,256.8433532714844,3,ped
2,455.3493957519531,281.2838134765625,3,ped
3,445.4807434082031,351.3797912597656,3,ped
4,380.2392578125,310.72210693359375,3,ped
5,373.8544616699219,324.6073303222656,3,ped
6,253.51626586914062,192.34080505371094,3,ped
7,205.0342254638672,221.76649475097656,3,ped
8,133.89308166503906,219.0885772705078,3,ped
9,134.53021240234375,242.530029296875,3,ped
0,646.7459106445312,279.0609436035156,4,ped
1,587.18017578125,257.4479675292969,4,ped
2,457.16070556640625,281.3881530761719,4,ped
3,447.5035400390625,351.0464782714844,4,ped
4,380.9291687011719,311.18646240234375,4,ped
5,375.8568420410156,324.7814636230469,4,ped
6,253.4556121826172,192.22486877441406,4,ped
7,205.99122619628906,221.91725158691406,4,ped
8,135.302490234375,218.79232788085938,4,ped
9,136.3475341796875,242.52210998535156,4,ped
0,647.6150512695312,279.02972412109375,5,ped
1,587.6900024414062,257.4480285644531,5,ped
2,458.98370361328125,281.5627746582031,5,ped
3,449.6923522949219,350.2906799316406,5,ped
4,383.13446044921875,310.6917419433594,5,ped
5,377.0887756347656,325.0144958496094,5,ped
6,253.43934631347656,191.3580322265625,5,ped
7,208.3916473388672,222.1128692626953,5,ped
8,136.16189575195312,219.66346740722656,5,ped
9,137.66651916503906,242.55642700195312,5,ped
