id,x,y,frame,label
0,534.4694213867188,259.5013732910156,1,ped
1,573.4625244140625,182.4734344482422,1,ped
2,501.4752502441406,253.5000762939453,1,ped
3,627.5048828125,298.5075988769531,1,ped
4,618.4991455078125,320.46533203125,1,ped
5,613.485595703125,339.5069580078125,1,ped
6,229.480224609375,339.50823974609375,1,ped
7,229.4960479736328,362.49176025390625,1,ped
0,535.9639282226562,259.765869140625,2,ped
1,574.9293212890625,182.29449462890625,2,ped
2,502.8450622558594,254.3586883544922,2,ped
3,629.3053588867188,298.6260681152344,2,ped
4,620.5154418945312,320.778564453125,2,ped
5,615.2332763671875,339.888427734375,2,ped
6,231.04978942871094,339.3804016113281,2,ped
7,231.28311157226562,363.2135925292969,2,ped
0,538.0384521484375,260.2098388671875,3,ped
1,577.0274047851562,181.75192260742188,3,ped
2,504.50494384765625,255.53933715820312,3,ped
3,630.8711547851562,298.8828125,3,ped
4,622.3582763671875,321.58966064453125,3,ped
5,616.693603515625,340.81884765625,3,ped
6,232.0736541748047,339.11187744140625,3,ped
7,232.99205017089844,363.31402587890625,3,ped
0,538.4646606445312,259.8816223144531,4,ped
1,577.7052001953125,181.85791015625,4,ped
2,505.6919250488281,257.10675048828125,4,ped
3,632.9725341796875,299.1669616699219,4,ped
4,623.868408203125,321.93634033203125,4,ped
5,618.8463745117188,340.83294677734375,4,ped
6,233.62435913085938,338.7535400390625,4,ped
7,235.14852905273438,363.75653076171875,4,ped
0,540.5300903320312,260.513671875,5,ped
1,579.68994140625,181.52281188964844,5,ped
2,506.78765869140625,257.5827331542969,5,ped
3,634.890625,298.8744201660156,5,ped
4,626.0895385742188,322.9358825683594,5,ped
5,620.9137573242188,341.4086608886719,5,ped
6,235.49838256835938,339.16754150390625,5,ped
7,236.42510986328125,364.74432373046875,5,ped
0,542.1791381835938,260.0804138183594,6,ped
1,581.4367065429688,180.65565490722656,6,ped
2,508.4725036621094,259.5738220214844,6,ped
3,635.9522705078125,299.75701904296875,6,ped
4,626.9458618164062,323.3681945800781,6,ped
5,622.6068725585938,341.4549560546875,6,ped
6,236.52308654785156,338.6553649902344,6,ped
7,238.5133514404297,365.453369140625,6,ped
0,543.80859375,259.88629150390625,7,ped
1,582.7566528320312,180.39981079101562,7,ped
2,509.4256286621094,260.9404296875,7,ped
3,637.5947875976562,299.8317565917969,7,ped
4,629.5281372070312,323.43017578125,7,ped
5,623.9619140625,341.6263122558594,7,ped
6,237.84237670898438,339.1164245605469,7,ped
7,240.38941955566406,365.74041748046875,7,ped
0,545.8187866210938,260.4339599609375,8,ped
1,584.7090454101562,179.69317626953125,8,ped
2,510.72845458984375,262.82135009765625,8,ped
3,638.440185546875,300.2549133300781,8,ped
4,630.5819091796875,323.96942138671875,8,ped
5,626.0950927734375,342.44537353515625,8,ped
6,239.5947265625,338.84234619140625,8,ped
7,242.29823303222656,366.7924499511719,8,ped
0,547.1556396484375,260.3285827636719,9,ped
1,586.1637573242188,179.7958984375,9,ped
2,512.2723388671875,264.2022705078125,9,ped
3,639.7511596679688,299.9428405761719,9,ped
4,632.2977905273438,325.3431701660156,9,ped
5,626.9220581054688,342.7846984863281,9,ped
6,240.78904724121094,339.73480224609375,9,ped
7,244.1070556640625,367.7261047363281,9,ped
0,547.98876953125,260.2473449707031,10,ped
1,587.1406860351562,179.56382751464844,10,ped
2,513.3092651367188,264.880615234375,10,ped
3,641.5348510742188,300.7787780761719,10,ped
4,633.7753295898438,325.2672424316406,10,ped
5,629.7803344726562,343.51544189453125,10,ped
6,242.5720977783203,339.81536865234375,10,ped
7,245.2814178466797,368.007080078125,10,ped
0,549.89697265625,260.12286376953125,11,ped
1,588.4379272460938,179.23062133789062,11,ped
2,514.53466796875,266.6877136230469,11,ped
3,642.5057373046875,301.0479431152344,11,ped
4,635.979248046875,326.01507568359375,11,ped
5,631.1680908203125,343.5289001464844,11,ped
6,243.73126220703125,340.15325927734375,11,ped
7,246.96762084960938,367.8202819824219,11,ped
0,551.23876953125,260.173828125,12,ped
1,590.2789916992188,178.34434509277344,12,ped
2,516.2212524414062,267.77099609375,12,ped
3,643.8716430664062,300.8365173339844,12,ped
4,638.047607421875,326.16387939453125,12,ped
5,632.2876586914062,343.9830017089844,12,ped
6,245.3173065185547,340.0547790527344,12,ped
7,248.99745178222656,368.51800537109375,12,ped
0,551.9226684570312,260.343994140625,13,ped
1,591.4100341796875,178.4703826904297,13,ped
2,517.3370361328125,268.69921875,13,ped
3,645.8369750976562,301.8970031738281,13,ped
4,639.1004638671875,327.1636047363281,13,ped
5,634.4119262695312,344.94036865234375,13,ped
6,246.49378967285156,340.70892333984375,13,ped
7,250.4602813720703,368.3260803222656,13,ped
0,553.8080444335938,260.5057067871094,14,ped
1,592.8468017578125,178.6758575439453,14,ped
2,518.7826538085938,269.656494140625,14,ped
3,647.2748413085938,302.44342041015625,14,ped
4,641.0908203125,327.6336669921875,14,ped
5,636.3131103515625,345.1806945800781,14,ped
6,248.22573852539062,341.8033447265625,14,ped
7,250.97047424316406,368.2671203613281,14,ped
0,554.7859497070312,260.63140869140625,15,ped
1,594.4478759765625,178.7021484375,15,ped
2,520.6873168945312,270.9186096191406,15,ped
3,648.2210693359375,302.5836181640625,15,ped
4,642.927978515625,328.677978515625,15,ped
5,638.3601684570312,344.810791015625,15,ped
6,249.38934326171875,342.5641174316406,15,ped
7,252.62506103515625,368.1486511230469,15,ped
0,556.1281127929688,260.7987976074219,16,ped
1,595.4131469726562,178.78868103027344,16,ped
2,521.9857788085938,272.1488342285156,16,ped
3,649.7678833007812,303.5136413574219,16,ped
4,645.70703125,328.9709167480469,16,ped
5,640.1932983398438,345.66009521484375,16,ped
6,251.28033447265625,342.8844909667969,16,ped
7,253.8847198486328,368.2109680175781,16,ped
0,556.8936767578125,261.1551818847656,17,ped
1,596.751220703125,179.0508575439453,17,ped
2,523.8556518554688,272.53021240234375,17,ped
3,652.04150390625,304.214599609375,17,ped
4,647.498046875,329.4743347167969,17,ped
5,641.54443359375,345.6131286621094,17,ped
6,252.75209045410156,343.53863525390625,17,ped
7,255.55474853515625,368.1383972167969,17,ped
0,558.957763671875,260.522216796875,18,ped
1,598.5612182617188,178.53759765625,18,ped
2,525.5631103515625,274.2268371582031,18,ped
3,653.2406005859375,304.6209716796875,18,ped
4,649.3736572265625,329.02587890625,18,ped
5,643.7484741210938,345.6405029296875,18,ped
6,254.9112548828125,343.5456237792969,18,ped
7,256.6493835449219,367.8845520019531,18,ped
0,560.5777587890625,261.357177734375,19,ped
1,599.794921875,179.23048400878906,19,ped
2,527.1463623046875,275.2729187011719,19,ped
3,655.1237182617188,305.6041564941406,19,ped
4,651.1864624023438,328.64678955078125,19,ped
5,645.8119506835938,345.82928466796875,19,ped
6,256.9189758300781,343.8787536621094,19,ped
7,257.8511962890625,368.1416320800781,19,ped
0,561.792724609375,261.382568359375,20,ped
1,601.7103881835938,179.20945739746094,20,ped
2,528.388916015625,276.2024841308594,20,ped
3,656.965087890625,306.0343017578125,20,ped
4,652.9022216796875,329.27874755859375,20,ped
5,647.8257446289062,346.2494812011719,20,ped
6,258.73895263671875,344.69586181640625,20,ped
7,259.607666015625,367.50823974609375,20,ped
0,563.5230712890625,261.3992614746094,21,ped
1,603.052978515625,179.60617065429688,21,ped
2,530.4146118164062,277.3154602050781,21,ped
3,659.3366088867188,305.913818359375,21,ped
4,655.5188598632812,328.9993591308594,21,ped
5,650.0460205078125,345.73626708984375,21,ped
6,260.760498046875,345.0684509277344,21,ped
7,260.5576171875,367.48211669921875,21,ped
0,565.186279296875,261.5759582519531,22,ped
1,603.9373168945312,180.04356384277344,22,ped
2,531.830078125,278.4476013183594,22,ped
3,660.349609375,307.1583251953125,22,ped
4,657.15185546875,329.81011962890625,22,ped
5,651.2410888671875,346.4302673339844,22,ped
6,262.77978515625,345.0119323730469,22,ped
7,261.54815673828125,367.5055236816406,22,ped
0,566.328125,262.2344055175781,23,ped
1,606.23095703125,179.6186065673828,23,ped
2,533.7921142578125,280.1005859375,23,ped
3,661.7589111328125,306.93841552734375,23,ped
4,658.8056030273438,329.5674133300781,23,ped
5,653.442626953125,346.47637939453125,23,ped
6,264.9634094238281,345.3126220703125,23,ped
7,262.67236328125,367.4394836425781,23,ped
0,568.1920776367188,262.2723388671875,24,ped
1,607.0817260742188,180.1504669189453,24,ped
2,535.0624389648438,280.9142761230469,24,ped
3,663.9059448242188,307.74639892578125,24,ped
4,661.4844360351562,329.27496337890625,24,ped
5,655.5812377929688,346.8255310058594,24,ped
6,267.8615417480469,346.09002685546875,24,ped
7,263.9613952636719,367.8477783203125,24,ped
0,569.5960083007812,262.08245849609375,25,ped
1,608.196044921875,179.5335235595703,25,ped
2,535.7189331054688,282.98394775390625,25,ped
3,665.759033203125,307.98919677734375,25,ped
4,663.1819458007812,328.96331787109375,25,ped
5,657.7958374023438,347.5997314453125,25,ped
6,270.2195739746094,346.26190185546875,25,ped
7,265.0467224121094,368.3306884765625,25,ped
0,571.2752685546875,261.9462585449219,26,ped
1,609.6718139648438,180.00535583496094,26,ped
2,537.5071411132812,284.55859375,26,ped
3,667.2742309570312,308.5833740234375,26,ped
4,664.563232421875,329.76995849609375,26,ped
5,659.9619750976562,347.61029052734375,26,ped
6,272.4160461425781,346.99365234375,26,ped
7,265.1811828613281,367.6811828613281,26,ped
0,572.2606201171875,263.080810546875,27,ped
1,611.5276489257812,179.50747680664062,27,ped
2,538.5071411132812,285.3017272949219,27,ped
3,668.3140869140625,308.39593505859375,27,ped
4,666.7781982421875,329.6705322265625,27,ped
5,662.3955688476562,348.04571533203125,27,ped
6,275.6481628417969,347.8937072753906,27,ped
7,266.46270751953125,368.0987548828125,27,ped
0,573.2915649414062,262.1470031738281,28,ped
1,612.5923461914062,179.98855590820312,28,ped
2,539.4632568359375,286.4100036621094,28,ped
3,669.883544921875,308.1886901855469,28,ped
4,668.7015380859375,329.6253356933594,28,ped
5,663.7888793945312,347.89141845703125,28,ped
6,278.7391662597656,348.051025390625,28,ped
7,267.7127990722656,367.59716796875,28,ped
0,574.4976196289062,262.3111572265625,29,ped
1,614.2142944335938,180.2821044921875,29,ped
2,540.605712890625,288.0105895996094,29,ped
3,671.9877319335938,308.14837646484375,29,ped
4,670.157470703125,330.0306701660156,29,ped
5,666.30810546875,349.76422119140625,29,ped
6,281.6619873046875,347.9578857421875,29,ped
7,268.9061584472656,367.9981689453125,29,ped
0,575.8397216796875,262.51123046875,30,ped
1,615.301025390625,179.60081481933594,30,ped
2,541.6401977539062,289.0946044921875,30,ped
3,673.6423950195312,308.08740234375,30,ped
4,670.9256591796875,329.6683349609375,30,ped
5,667.477294921875,349.739501953125,30,ped
6,284.087158203125,349.3108215332031,30,ped
7,270.03985595703125,368.87957763671875,30,ped
0,577.59423828125,262.755859375,31,ped
1,616.7350463867188,179.9054412841797,31,ped
2,542.8017578125,290.8411560058594,31,ped
3,674.8045654296875,307.97308349609375,31,ped
4,673.047119140625,330.6486511230469,31,ped
5,669.65673828125,350.46856689453125,31,ped
6,286.090087890625,349.64276123046875,31,ped
7,270.2232666015625,368.8217468261719,31,ped
0,578.7138671875,263.00274658203125,32,ped
1,618.6785888671875,180.0673828125,32,ped
2,544.1441650390625,293.10205078125,32,ped
3,676.759521484375,308.7107238769531,32,ped
4,673.6743774414062,330.7882995605469,32,ped
5,671.7601318359375,350.8133850097656,32,ped
6,288.76513671875,350.85662841796875,32,ped
7,272.0257263183594,369.45831298828125,32,ped
0,579.9830322265625,262.04888916015625,33,ped
1,620.1029052734375,179.16151428222656,33,ped
2,544.5770874023438,293.9276428222656,33,ped
