id,x,y,frame,label
0,712.4989624023438,360.501953125,1,ped
1,715.4666748046875,382.5061950683594,1,ped
2,634.5128173828125,347.5072937011719,1,ped
3,621.5001220703125,375.51263427734375,1,ped
4,641.4827270507812,389.5097351074219,1,ped
5,589.4620971679688,333.4997253417969,1,ped
6,581.5020751953125,320.4927062988281,1,ped
7,561.5029907226562,307.4930725097656,1,ped
8,560.5282592773438,294.50811767578125,1,ped
9,551.5065307617188,349.5047302246094,1,ped
10,554.5225219726562,334.499267578125,1,ped
11,504.4978942871094,259.4737854003906,1,ped
12,493.49359130859375,297.50421142578125,1,ped
13,488.4983215332031,316.50946044921875,1,ped
14,517.5052490234375,325.4874572753906,1,ped
15,526.4866333007812,349.49468994140625,1,ped
16,533.4874267578125,367.4903564453125,1,ped
17,540.481201171875,409.5071716308594,1,ped
18,534.5360717773438,430.5207214355469,1,ped
19,440.5057373046875,389.4942932128906,1,ped
20,431.479736328125,365.5094909667969,1,ped
21,392.4804992675781,313.4890441894531,1,ped
22,380.4991455078125,325.5077819824219,1,ped
23,385.5102233886719,354.4875183105469,1,ped
24,392.50146484375,367.51458740234375,1,ped
25,308.49737548828125,301.51287841796875,1,ped
26,305.5031433105469,314.5156555175781,1,ped
27,297.5181884765625,323.5157470703125,1,ped
28,321.50067138671875,336.4969787597656,1,ped
29,296.5030517578125,346.49200439453125,1,ped
30,281.5103454589844,365.5082702636719,1,ped
31,283.498291015625,375.496826171875,1,ped
32,287.4938659667969,453.50103759765625,1,ped
33,278.5235595703125,470.51422119140625,1,ped
34,382.4944152832031,608.5096435546875,1,ped
35,381.4937438964844,621.5055541992188,1,ped
36,176.49905395507812,174.48263549804688,1,ped
37,195.49838256835938,205.4932861328125,1,ped
38,165.5107421875,273.5032958984375,1,ped
39,157.4903564453125,284.4932861328125,1,ped
40,137.51119995117188,313.494140625,1,ped
41,138.48052978515625,333.5035705566406,1,ped
42,142.49627685546875,347.51007080078125,1,ped
43,156.4844512939453,365.511474609375,1,ped
44,128.49813842773438,365.5147705078125,1,ped
45,111.49443817138672,456.50372314453125,1,ped
46,106.47335052490234,436.4980773925781,1,ped
0,713.9361572265625,360.75482177734375,2,ped
1,716.5587158203125,382.5673828125,2,ped
2,635.8842163085938,347.9646301269531,2,ped
3,622.6160278320312,375.82672119140625,2,ped
4,642.7119140625,389.786376953125,2,ped
5,591.0590209960938,333.9773254394531,2,ped
6,582.9378051757812,320.74676513671875,2,ped
7,563.1687622070312,307.74334716796875,2,ped
8,561.7007446289062,294.6405029296875,2,ped
9,552.9287719726562,349.64276123046875,2,ped
10,556.083251953125,334.3252258300781,2,ped
11,504.8984680175781,260.5501708984375,2,ped
12,494.98187255859375,297.70867919921875,2,ped
13,490.02227783203125,316.7050476074219,2,ped
14,519.2017211914062,325.4890441894531,2,ped
15,527.905517578125,349.72625732421875,2,ped
16,534.771728515625,367.42755126953125,2,ped
17,542.3242797851562,409.7862548828125,2,ped
18,536.5960693359375,430.8525695800781,2,ped
19,442.34869384765625,389.5672912597656,2,ped
20,433.4009704589844,366.0799560546875,2,ped
21,394.098876953125,313.759521484375,2,ped
22,382.10882568359375,325.79266357421875,2,ped
23,387.0676574707031,354.3322448730469,2,ped
24,394.2065734863281,367.46014404296875,2,ped
25,310.3362731933594,301.6202392578125,2,ped
26,307.1478576660156,314.7878112792969,2,ped
