,id,x_c,y_c,x_fl,y_fl,x_fr,y_fr,x_rr,y_rr,x_rl,y_rl,frame,label,x_est,y_est,vx_est,vy_est
0,0,1414.4863586425781,408.7441711425781,1357.994140625,405.98968505859375,1371.0023193359375,369.00726318359375,1469.9708251953125,412.0106506347656,1458.9781494140625,447.9690856933594,1,veh,1414.4863586425781,408.7441711425781,-106.70666308593749,-33.59863092041015
1,0,1410.0357971191406,407.3428268432617,1353.89013671875,405.0484313964844,1365.475341796875,366.995361328125,1465.8583984375,410.4107666015625,1454.9193115234375,446.916748046875,2,veh,1410.0357971191406,407.3428268432617,-106.70666308593749,-33.59863092041015
2,0,1404.8292541503906,405.1303253173828,1348.7742919921875,402.0562438964844,1360.6005859375,366.009521484375,1460.720703125,408.317138671875,1449.221435546875,444.1383972167969,3,veh,1405.130503796147,405.4535618580014,-106.75710977407965,-33.6527594918141
3,0,1399.2494933605194,402.45848536491394,1343.08935546875,399.9172668457031,1355.5875730514524,362.6834897994995,1454.9083251953125,405.8813171386719,1443.4127197265625,441.35186767578125,4,veh,1399.7944566263927,403.0656882937873,-106.97528476686816,-33.89585201368489
4,0,1393.8369445800781,400.51112365722656,1337.3035888671875,398.5162353515625,1349.6497802734375,360.7179870605469,1449.7037353515625,403.6161804199219,1438.690673828125,439.194091796875,5,veh,1394.400957290161,400.9413028190352,-107.34225833177246,-34.17574709004455
5,0,1388.9342567920685,398.30834126472473,1332.2886629104614,396.30270099639887,1345.5308837890625,358.81402587890625,1444.1358642578125,401.04888916015625,1433.7816162109375,437.0677490234375,6,veh,1389.3047885365438,398.7604644622037,-107.67700454759654,-34.5842047504177
6,0,1383.2902748584747,395.88281178474426,1326.7691650390625,393.9790649414063,1339.685302734375,357.1004333496094,1437.8785066604614,397.7662324905396,1428.828125,434.6855163574219,7,veh,1383.8571144269195,396.41680546251274,-108.32910731880303,-35.19852099872583
7,0,1378.604331254959,394.21475911140436,1322.1900634765625,392.5138854980469,1334.6015625,354.418212890625,1433.655484199524,396.8153657913208,1423.97021484375,433.111572265625,8,veh,1378.876024102425,394.48623783808637,-108.70580801808295,-35.57492482066892
8,0,1372.8429260253904,391.61415100097656,1316.1356201171875,390.1650085449219,1329.395751953125,352.50946044921875,1427.506103515625,393.8430480957031,1418.334228515625,429.9390869140625,9,veh,1373.3943698765959,392.12482352847184,-109.59278764040009,-36.39632508576441
9,0,1367.0631713867188,389.707763671875,1310.3692626953125,387.3298645019531,1323.1695556640625,350.7939758300781,1422.56201171875,391.93243408203125,1412.15185546875,428.7747802734375,10,veh,1367.7073617256935,390.0367746539574,-110.76162698100156,-36.993293025333074
10,0,1361.6368019580839,387.65024495124817,1305.3955078125,385.5876770019531,1317.5531005859375,349.20660400390625,1417.3895263671875,389.7307434082031,1406.2090730667114,426.0759553909302,11,veh,1362.1652971153303,387.9575347706883,-111.82040165196838,-37.60891016582753
11,0,1356.6020636558533,385.3176093101502,1300.2744140625,384.00958251953125,1312.6478271484375,346.39776611328125,1412.069091796875,387.666748046875,1401.4169216156006,423.19634056091314,12,veh,1356.928295725521,385.70620609764677,-112.52994642422104,-38.45409629165292
12,0,1350.8029928207395,382.7137823104858,1294.754150390625,381.036376953125,1307.721923828125,344.523681640625,1406.1722412109375,385.0378723144531,1394.5636558532715,420.2571983337402,13,veh,1351.3204085863697,383.21555276722984,-113.73521836336795,-39.622923937772065
13,0,1345.661971092224,380.64493465423584,1289.828125,379.1705322265625,1302.0159912109375,342.70135498046875,1400.4261474609375,382.0272216796875,1390.3776206970215,418.6806297302246,14,veh,1345.9914056183106,380.9755518943356,-114.54802889272987,-40.43865256565401
14,0,1341.106764793396,378.66820430755615,1284.7144775390625,377.307861328125,1298.01806640625,339.8014831542969,1396.8009033203125,380.5482177734375,1384.893611907959,417.0152549743652,15,veh,1341.1451962967483,378.8910893536368,-114.64754781020393,-41.01581652158388
15,0,1335.4542729854586,376.9196507930756,1279.3543701171875,375.6207275390625,1291.0269775390625,338.68658447265625,1390.9979248046875,378.7771911621094,1380.437819480896,414.5940999984741,16,veh,1335.7798801913273,377.01303075044024,-115.52576652084936,-41.26767834859123
16,0,1329.8935735225675,374.6153676509857,1273.52490234375,373.56475830078125,1285.6956787109375,336.2767333984375,1385.9659423828125,376.3005065917969,1374.387770652771,412.31947231292725,17,veh,1330.275165670201,374.85708174591264,-116.59097039828461,-41.94241652846112
17,0,1324.9222860336306,372.0697317123413,1268.575927734375,371.6368103027344,1281.875,333.47991943359375,1380.24365234375,373.603759765625,1368.9945640563965,409.5584373474121,18,veh,1325.0970493372417,372.4398994736523,-117.0931821692919,-43.00615590129593
18,0,1319.2933919429781,370.63178610801697,1263.3304443359375,369.8405151367188,1275.4017820358274,332.2579526901245,1374.4468994140625,372.08013916015625,1363.994441986084,408.34853744506836,19,veh,1319.6208767590615,370.63691131355085,-118.05762796628612,-43.02124967875718
19,0,1314.0583760738373,368.00973868370056,1257.5457763671875,367.7769165039063,1269.4828367233274,329.29643535614014,1368.6832275390625,368.5142822265625,1360.5216636657715,406.45132064819336,20,veh,1314.285350673492,368.3057884455664,-118.74007239611953,-43.911382368697424
20,0,1308.997058391571,366.17348051071167,1252.33984375,365.9012451171875,1264.266357421875,327.23321533203125,1364.4381103515625,367.5939636230469,1354.9439220428467,403.96549797058105,21,veh,1309.1162879401977,366.28028382541976,-119.10489982667578,-44.23818708555342
