,id,x,y,frame,label,x_est,y_est,vx_est,vy_est
0,0,474.4849548339844,487.4951477050781,1,ped,474.4849548339844,487.4951477050781,17.932976806640625,-26.697884765625
1,1,669.4658813476562,256.49203491210943,1,ped,669.4658813476562,256.49203491210943,29.570497558593747,-21.492645996095792
2,2,656.4974365234375,248.49658203125,1,ped,656.4974365234375,248.49658203125,25.83010107421875,-23.129801147460253
3,3,339.49908447265625,414.4941711425781,1,ped,339.49908447265625,414.4941711425781,23.166019775390623,-22.7731025390625
4,4,356.5049133300781,428.49853515625,1,ped,356.5049133300781,428.49853515625,22.72115258789062,-21.314113769529886
5,5,394.4931335449219,435.5059814453125,1,ped,394.4931335449219,435.5059814453125,20.038047363281247,-21.0814365234375
6,6,365.51007080078125,463.479736328125,1,ped,365.51007080078125,463.479736328125,22.659690673828123,-19.181239013671874
7,7,346.539794921875,472.4972229003906,1,ped,346.539794921875,472.4972229003906,21.722396484374997,-23.7330791015625
8,8,347.5041198730469,452.519775390625,1,ped,347.5041198730469,452.519775390625,21.019974609374998,-14.747200927734374
9,9,336.4940185546875,442.4974060058594,1,ped,336.4940185546875,442.4974060058594,19.685373046874997,-19.12416723632676
10,10,339.5097351074219,390.4913330078125,1,ped,339.5097351074219,390.4913330078125,9.68025146484375,-18.604667724609374
11,11,200.51315307617188,127.4917984008789,1,ped,200.51315307617188,127.4917984008789,24.631593749999997,17.05001055908271
12,12,463.5039367675781,75.49138641357422,1,ped,463.5039367675781,75.49138641357422,22.097753173828124,-31.472890136718746
13,13,482.50238037109375,87.5016860961914,1,ped,482.50238037109375,87.5016860961914,23.275773193359374,-29.157458862304686
14,0,475.23291015625,486.3816223144531,2,ped,475.23291015625,486.3816223144531,17.932976806640625,-26.697884765625
15,1,670.69921875,255.5956115722656,2,ped,670.69921875,255.5956115722656,29.570497558593747,-21.492645996095792
16,2,657.5747680664062,247.5318756103516,2,ped,657.5747680664062,247.5318756103516,25.83010107421875,-23.129801147460253
17,3,340.4653015136719,413.5443420410156,2,ped,340.4653015136719,413.5443420410156,23.166019775390623,-22.7731025390625
18,4,357.45257568359375,427.6095581054688,2,ped,357.45257568359375,427.6095581054688,22.72115258789062,-21.314113769529886
19,5,395.3288879394531,434.626708984375,2,ped,395.3288879394531,434.626708984375,20.038047363281247,-21.0814365234375
20,6,366.4551696777344,462.6797180175781,2,ped,366.4551696777344,462.6797180175781,22.659690673828123,-19.181239013671874
