,id,x,y,frame,label,x_est,y_est,vx_est,vy_est
0,0,403.4859924316406,633.4947509765625,1,ped,403.4859924316406,633.4947509765625,-4.7618349609375,41.0448515625
1,1,385.490478515625,628.4818725585938,1,ped,385.490478515625,628.4818725585938,-15.031828124999999,40.21218896484375
2,2,390.4925842285156,595.5050048828125,1,ped,390.4925842285156,595.5050048828125,-9.659764160156248,46.99641357421874
3,3,428.48541259765625,565.5023193359375,1,ped,428.48541259765625,565.5023193359375,-3.8779541015624996,48.357355957031245
4,4,375.5058898925781,586.5121459960938,1,ped,375.5058898925781,586.5121459960938,-1.4194775390624998,48.412964355468745
5,5,361.50042724609375,593.501953125,1,ped,361.50042724609375,593.501953125,-8.609789794921873,45.171580078125
6,6,336.5003662109375,589.4740600585938,1,ped,336.5003662109375,589.4740600585938,-9.52220654296875,46.39057470703125
7,7,311.4973449707031,601.4922485351562,1,ped,311.4973449707031,601.4922485351562,-11.318504150390623,43.621861816406245
8,8,290.4971008300781,600.4993896484375,1,ped,290.4971008300781,600.4993896484375,-4.7618349609375,42.09702099609375
9,9,275.49215698242193,600.5030517578125,1,ped,275.49215698242193,600.5030517578125,-12.285797607423238,43.171141113281244
10,10,262.51272583007807,564.4828491210938,1,ped,262.51272583007807,564.4828491210938,2.3918928222669877,44.120874023437494
11,11,278.47979736328125,566.4962768554688,1,ped,278.47979736328125,566.4962768554688,-3.4382087402330117,38.492718749999995
12,12,294.50775146484375,565.48486328125,1,ped,294.50775146484375,565.48486328125,-6.828125976562499,36.285943359375
13,13,308.495849609375,567.4974365234375,1,ped,308.495849609375,567.4974365234375,-4.7911025390625,31.920684082031247
14,14,376.4944152832031,523.4820556640625,1,ped,376.4944152832031,523.4820556640625,-2.5382307128906247,49.51927880859102
15,15,353.51409912109375,520.5066528320311,1,ped,353.51409912109375,520.5066528320311,-1.240213623046875,43.35991699219295
16,16,306.49560546875,508.5015869140625,1,ped,306.49560546875,508.5015869140625,-9.479036865234374,46.681787109374994
17,17,302.4927062988281,454.5061950683594,1,ped,302.4927062988281,454.5061950683594,-0.7924196777343749,48.54540014648573
18,18,351.49774169921875,436.509765625,1,ped,351.49774169921875,436.509765625,0.043169677734374995,43.471865478515625
19,19,289.49554443359375,394.48822021484375,1,ped,289.49554443359375,394.48822021484375,15.676446533203123,50.39876953125
20,20,313.5036926269531,266.49383544921875,1,ped,313.5036926269531,266.49383544921875,-13.513572509765623,20.71193334960801
21,21,328.5103454589844,256.48553466796875,1,ped,328.5103454589844,256.48553466796875,-9.268310302734374,21.89141674804551
22,22,366.5028076171875,241.50534057617188,1,ped,366.5028076171875,241.50534057617188,-0.6563254394531249,22.105070068359375
23,23,294.491455078125,213.494873046875,1,ped,294.491455078125,213.494873046875,-1.09899755859375,25.14121545410088
24,24,242.49327087402344,216.5143280029297,1,ped,242.49327087402344,216.5143280029297,-5.440476928710937,18.761615112304685
25,25,292.5087890625,175.48919677734375,1,ped,292.5087890625,175.48919677734375,-6.304968017578124,45.26194372558594
26,26,307.49713134765625,178.5024871826172,1,ped,307.49713134765625,178.5024871826172,-5.27987109375,36.69020178222656
27,27,339.5043029785156,75.5027084350586,1,ped,339.5043029785156,75.5027084350586,-11.981414794921873,47.43615893554687
28,28,352.4873046875,80.51354217529297,1,ped,352.4873046875,80.51354217529297,-14.920611328124998,44.38044085693359
29,29,373.5086975097656,117.5020523071289,1,ped,373.5086975097656,117.5020523071289,-6.679593017578124,49.05026586914028
30,30,390.4933776855469,110.50446319580078,1,ped,390.4933776855469,110.50446319580078,-2.9765126953124996,49.59738665771484
31,31,412.481201171875,116.48333740234376,1,ped,412.481201171875,116.48333740234376,-0.685593017578125,48.652043884277
32,32,466.5182495117188,112.50990295410156,1,ped,466.5182495117188,112.50990295410156,24.63525219726426,-14.352637390136717
33,33,494.5129089355469,93.48976135253906,1,ped,494.5129089355469,93.48976135253906,27.17348291015625,-18.950756835937497
34,34,506.4984130859375,106.50969696044922,1,ped,506.4984130859375,106.50969696044922,27.418598876953123,1.3130167236324717
35,35,501.49981689453125,128.49481201171878,1,ped,501.49981689453125,128.49481201171878,23.678934082031247,-8.925879638672555
36,36,517.4972534179689,139.50363159179688,1,ped,517.4972534179689,139.50363159179688,23.604301757807047,-0.4152337646484375
37,37,507.5278625488281,160.49249267578125,1,ped,507.5278625488281,160.49249267578125,32.4899384765625,-15.712665161132811
38,38,541.4846801757811,104.50865173339844,1,ped,541.4846801757811,104.50865173339844,23.51649902344295,-2.4270139160159654
39,39,576.4903564453125,125.49748992919922,1,ped,576.4903564453125,125.49748992919922,28.86222216796875,2.0734249877929685
40,0,403.2873840332031,635.2066650390625,2,ped,403.2873840332031,635.2066650390625,-4.7618349609375,41.0448515625
41,1,384.863525390625,630.1590576171875,2,ped,384.863525390625,630.1590576171875,-15.031828124999999,40.21218896484375
42,2,390.0896911621094,597.4651489257812,2,ped,390.0896911621094,597.4651489257812,-9.659764160156248,46.99641357421874
43,3,428.32366943359375,567.5192260742188,2,ped,428.32366943359375,567.5192260742188,-3.8779541015624996,48.357355957031245
44,4,375.4466857910156,588.5313720703125,2,ped,375.4466857910156,588.5313720703125,-1.4194775390624998,48.412964355468745
45,5,361.1413269042969,595.385986328125,2,ped,361.1413269042969,595.385986328125,-8.609789794921873,45.171580078125
46,6,336.10321044921875,591.408935546875,2,ped,336.10321044921875,591.408935546875,-9.52220654296875,46.39057470703125
47,7,311.0252685546875,603.3116455078125,2,ped,311.0252685546875,603.3116455078125,-11.318504150390623,43.621861816406245
48,8,290.2984924316406,602.2551879882812,2,ped,290.2984924316406,602.2551879882812,-4.7618349609375,42.09702099609375
49,9,274.979736328125,602.3036499023438,2,ped,274.979736328125,602.3036499023438,-12.285797607423238,43.171141113281244
50,10,262.61248779296875,566.3230590820312,2,ped,262.61248779296875,566.3230590820312,2.3918928222669877,44.120874023437494
51,11,278.33639526367193,568.1017456054688,2,ped,278.33639526367193,568.1017456054688,-3.4382087402330117,38.492718749999995
52,12,294.22296142578125,566.998291015625,2,ped,294.22296142578125,566.998291015625,-6.828125976562499,36.285943359375
53,13,308.2960205078125,568.8287963867188,2,ped,308.2960205078125,568.8287963867188,-4.7911025390625,31.920684082031247
54,14,376.3885498046875,525.5474243164061,2,ped,376.3885498046875,525.5474243164061,-2.5382307128906247,49.51927880859102
55,15,353.4623718261719,522.3151245117189,2,ped,353.4623718261719,522.3151245117189,-1.240213623046875,43.35991699219295
56,16,306.1002502441406,510.4486083984375,2,ped,306.1002502441406,510.4486083984375,-9.479036865234374,46.681787109374994
57,17,302.45965576171875,456.5309448242188,2,ped,302.45965576171875,456.5309448242188,-0.7924196777343749,48.54540014648573
58,18,351.4995422363281,438.3229064941406,2,ped,351.4995422363281,438.3229064941406,0.043169677734374995,43.471865478515625
59,19,290.1493835449219,396.59027099609375,2,ped,290.1493835449219,396.59027099609375,15.676446533203123,50.39876953125
60,20,312.9400634765625,267.35769653320307,2,ped,312.9400634765625,267.35769653320307,-13.513572509765623,20.71193334960801
61,21,328.123779296875,257.39859008789057,2,ped,328.123779296875,257.39859008789057,-9.268310302734374,21.89141674804551
62,22,366.4754333496094,242.42730712890625,2,ped,366.4754333496094,242.42730712890625,-0.6563254394531249,22.105070068359375
63,23,294.44561767578125,214.54347229003903,2,ped,294.44561767578125,214.54347229003903,-1.09899755859375,25.14121545410088
64,24,242.266357421875,217.29684448242188,2,ped,242.266357421875,217.29684448242188,-5.440476928710937,18.761615112304685
65,25,292.2458190917969,177.3769989013672,2,ped,292.2458190917969,177.3769989013672,-6.304968017578124,45.26194372558594
66,26,307.27691650390625,180.03277587890625,2,ped,307.27691650390625,180.03277587890625,-5.27987109375,36.69020178222656
67,27,339.00457763671875,77.48119354248047,2,ped,339.00457763671875,77.48119354248047,-11.981414794921873,47.43615893554687
68,28,351.864990234375,82.36457824707031,2,ped,351.864990234375,82.36457824707031,-14.920611328124998,44.38044085693359
69,29,373.2301025390625,119.54785919189452,2,ped,373.2301025390625,119.54785919189452,-6.679593017578124,49.05026586914028
70,30,390.3692321777344,112.57308959960938,2,ped,390.3692321777344,112.57308959960938,-2.9765126953124996,49.59738665771484
71,31,412.4526062011719,118.51253509521484,2,ped,412.4526062011719,118.51253509521484,-0.685593017578125,48.652043884277
72,32,467.5457458496094,111.9112777709961,2,ped,467.5457458496094,111.9112777709961,24.63525219726426,-14.352637390136717
73,33,495.6462707519531,92.69935607910156,2,ped,495.6462707519531,92.69935607910156,27.17348291015625,-18.950756835937497
74,34,507.6419982910156,106.56446075439452,2,ped,507.6419982910156,106.56446075439452,27.418598876953123,1.3130167236324717
75,35,502.4874267578125,128.12252807617188,2,ped,502.4874267578125,128.12252807617188,23.678934082031247,-8.925879638672555
76,36,518.4817504882811,139.48631286621094,2,ped,518.4817504882811,139.48631286621094,23.604301757807047,-0.4152337646484375
77,37,508.8829650878906,159.83714294433594,2,ped,508.8829650878906,159.83714294433594,32.4899384765625,-15.712665161132811
78,38,542.4655151367189,104.4074249267578,2,ped,542.4655151367189,104.4074249267578,23.51649902344295,-2.4270139160159654
79,39,577.6941528320312,125.58396911621094,2,ped,577.6941528320312,125.58396911621094,28.86222216796875,2.0734249877929685
80,0,403.2812194824219,636.4161376953125,3,ped,403.2045328900539,636.6163546405625,-4.748993171198098,41.01132361669132
81,1,384.8126220703125,631.7488403320312,3,ped,384.58307305072196,631.7836691300873,-14.993388286255795,40.20635660109277
82,2,389.3135986328125,599.1796875,3,ped,389.46231419546206,599.2775583682806,-9.68466778316975,46.980024306248126
83,3,428.0484313964844,569.5900268554688,3,ped,428.093657758206,569.5685507181199,-3.8855276213913665,48.360952309819034
84,4,375.2183532714844,590.4802856445312,3,ped,375.2857489414659,590.5083043424088,-1.430763488751013,48.408272398037795
85,5,360.5490417480469,597.0978393554688,3,ped,360.64196313280485,597.1664511147678,-8.625350231870616,45.16009048445076
86,6,335.308837890625,593.3170166015625,3,ped,335.4671240762041,593.327693865771,-9.548712844149856,46.38878671283664
87,7,310.0784606933594,604.8643798828125,3,ped,310.26763554760555,604.9706417673846,-11.350183008808976,43.60406740493417
88,8,289.92022705078125,603.3680419921875,3,ped,289.99181822890847,603.6242476896199,-4.773823482376741,42.0541172811826
89,9,275.36361694335943,603.7947387695312,3,ped,275.0064515107797,603.9180745481225,-12.225987368817739,43.150487540249685
90,10,263.04620361328125,567.7930297851562,3,ped,262.9131269592561,567.9405657411677,2.4141775836241472,44.096167935090136
91,11,278.1212158203125,569.060791015625,3,ped,278.1498182410625,569.3183830548794,-3.442998446777116,38.44958288094512
92,12,293.5902099609375,568.9127807617188,3,ped,293.7288684649305,568.7529623035995,-6.85134546381411,36.312706251978106
93,13,307.5400085449219,570.7632446289062,3,ped,307.76164082305485,570.5229210579618,-4.828216655459676,31.960928206488916
94,14,376.0286560058594,527.2789916992189,3,ped,376.12988328065654,527.412007548778,-2.5551820382618233,49.497004229433166
95,15,353.4090270996094,524.0269775390625,3,ped,353.4096716269477,524.065478926858,-1.2403215543593058,43.353469623605086
96,16,305.4645080566406,512.1044921875,3,ped,305.5602994121881,512.2205071083993,-9.495077901989411,46.66235947313746
97,17,302.49481201171875,458.4494323730469,3,ped,302.46763241547035,458.49177660308584,-0.7878682346535689,48.53830926290301
98,18,351.52532958984375,439.8644409179688,3,ped,351.5157711278074,439.97267286723536,0.04477031946212153,43.453741163786695
99,19,290.3376770019531,398.9084167480469,3,ped,290.5231914273533,398.8223054634675,15.645380643181783,50.41318956187872
100,20,312.7802734375,268.00350952148443,3,ped,312.61934833810176,268.090399103227,-13.486624301135508,20.697382986828444
101,21,327.37127685546875,258.0985717773437,3,ped,327.5170981255424,258.1834791334986,-9.292729253061866,21.877198324962656
102,22,366.2696838378906,242.72506713867188,3,ped,366.34076425850446,242.97380604769418,-0.6682284304183648,22.063416727520536
103,23,294.1841735839844,215.69674682617188,3,ped,294.27009029427296,215.6550349625781,-1.1133850061847541,25.148200442811024
