,id,x,y,frame,label,x_est,y_est,vx_est,vy_est
0,0,266.48666381835943,607.500244140625,155,ped,266.48666381835943,607.500244140625,2.3055534667955118,39.795125976562495
1,1,304.4898986816406,514.509521484375,155,ped,304.4898986816406,514.509521484375,-7.522499267578124,32.08897265625
2,2,368.50048828125,559.4984741210939,155,ped,368.50048828125,559.4984741210939,2.990414794921875,-43.93648828124999
3,3,388.5099792480469,559.4979248046875,155,ped,388.5099792480469,559.4979248046875,-0.00731689453125,-39.247822265625
4,4,375.4801330566406,621.4827880859375,155,ped,375.4801330566406,621.4827880859375,-1.8811735839843748,-32.197262695312496
5,5,390.477294921875,630.5003662109375,155,ped,390.477294921875,630.5003662109375,7.070315185546875,-45.079387207031246
6,6,485.4935607910156,496.50616455078125,155,ped,485.4935607910156,496.50616455078125,24.386477783203123,-6.7447133789062494
7,7,477.528564453125,478.5273742675781,155,ped,477.528564453125,478.5273742675781,27.569326904296872,-4.448671875
8,8,318.5056457519531,390.487060546875,155,ped,318.5056457519531,390.487060546875,-4.624277343749999,29.54488842773437
9,9,333.51092529296875,390.5075073242188,155,ped,333.51092529296875,390.5075073242188,-1.5533767089843749,23.440403320311134
10,10,327.507080078125,241.5133819580078,155,ped,327.507080078125,241.5133819580078,-0.36803979492187494,36.39057495117187
11,11,341.52191162109375,241.5283508300781,155,ped,341.52191162109375,241.5283508300781,-2.781151611328125,29.01038928222724
12,0,266.58282470703125,609.1600341796875,156,ped,266.58282470703125,609.1600341796875,2.3055534667955118,39.795125976562495
13,1,304.1761474609375,515.847900390625,156,ped,304.1761474609375,515.847900390625,-7.522499267578124,32.08897265625
14,2,368.6252136230469,557.6659545898439,156,ped,368.6252136230469,557.6659545898439,2.990414794921875,-43.93648828124999
15,3,388.5096740722656,557.8609619140625,156,ped,388.5096740722656,557.8609619140625,-0.00731689453125,-39.247822265625
16,4,375.40167236328125,620.139892578125,156,ped,375.40167236328125,620.139892578125,-1.8811735839843748,-32.197262695312496
17,5,390.7721862792969,628.6201782226562,156,ped,390.7721862792969,628.6201782226562,7.070315185546875,-45.079387207031246
18,6,486.51068115234375,496.224853515625,156,ped,486.51068115234375,496.224853515625,24.386477783203123,-6.7447133789062494
19,7,478.6784362792969,478.3418273925781,156,ped,478.6784362792969,478.3418273925781,27.569326904296872,-4.448671875
20,8,318.3127746582031,391.7193298339844,156,ped,318.3127746582031,391.7193298339844,-4.624277343749999,29.54488842773437
21,9,333.4461364746094,391.48516845703125,156,ped,333.4461364746094,391.48516845703125,-1.5533767089843749,23.440403320311134
22,10,327.4917297363281,243.0311737060547,156,ped,327.4917297363281,243.0311737060547,-0.36803979492187494,36.39057495117187
23,11,341.4059143066406,242.7383270263672,156,ped,341.4059143066406,242.7383270263672,-2.781151611328125,29.01038928222724
24,0,266.61312866210943,610.4337768554688,157,ped,266.6393718695832,610.5876121541454,2.3011588295837164,39.76936501236912
25,1,303.4439392089844,517.5906372070311,157,ped,303.61068937621394,517.429505372449,-7.550422930899829,32.11595548435768
26,2,368.6969604492188,555.7973022460939,157,ped,368.71807175977233,555.8117007436143,2.9868795353298077,-43.9388994260409
27,3,388.5614318847656,556.6426391601561,157,ped,388.54068540100735,556.4758160275676,-0.0038427281348942808,-39.219886383664154
28,4,374.9071350097656,618.0728149414062,157,ped,375.07293662732746,618.3613929364732,-1.90893840499722,-32.24558741312347
29,5,390.8707580566406,627.200439453125,157,ped,390.948989082442,627.0169558968852,7.05721476794561,-45.04866140246605
30,6,487.2820129394531,495.54931640625,157,ped,487.3799567730928,495.7064108242978,24.370076296593364,-6.771020108981351
31,7,480.038330078125,477.9649658203125,157,ped,479.9546388112876,478.041202459633,27.58334168339401,-4.461438316464686
32,8,318.3907470703125,393.22601318359375,157,ped,318.2828191433753,393.116662432155,-4.606203940017492,29.563200094930167
33,9,333.3219909667969,392.8954772949219,157,ped,333.34564390402426,392.72307231236545,-1.5573375845065975,23.469273928166434
34,10,327.4446105957031,244.01904296875,157,ped,327.4572700854994,244.230210798305,-0.37015972881320336,36.3552131912718
35,11,341.18731689453125,244.62110900878903,157,ped,341.22820181738905,244.35300387738394,-2.787998122127977,29.055285653538643
36,0,266.7752685546875,612.5634155273438,158,ped,266.7600380329761,612.4424355050833,2.307256339586015,39.81779913102835
37,1,303.4012756347656,518.4149780273439,158,ped,303.3610229011634,518.5500534250104,-7.5343078266105366,32.06187830933086
38,2,368.7470397949219,554.033447265625,158,ped,368.7835182821008,554.0127045090429,2.9722754433192367,-43.930595103435856
39,3,388.3502197265625,554.615234375,158,ped,388.422827858723,554.700997262899,-0.03291125385491534,-39.25422139048134
40,4,374.9564514160156,616.0149536132812,158,ped,374.9705172656676,616.3970714974541,-1.9145696407860322,-32.398567571318495
41,5,391.0270385742188,625.2678833007812,158,ped,391.1095628216783,625.2183471621335,7.024176344584187,-45.028829704865416
42,6,488.0498046875,495.6438293457031,158,ped,488.18204020962185,495.55995778479576,24.31713606026555,-6.737442291278723
